Year,State,Energy Source,Megawatthours
1990,TX,Wood and Wood Derived Fuels,1103471.0
1990,UT,Coal,31522926.0
1990,UT,Geothermal,151825.0
1990,UT,Hydroelectric Conventional,508443.0
1990,UT,Natural Gas,146488.0
1990,UT,Other Gases,182005.0
1990,UT,Petroleum,51852.0
1990,UT,Pumped Storage,0.0
1990,VA,Coal,23899902.0
1990,VA,Hydroelectric Conventional,1309499.0
1990,VA,Natural Gas,1134809.0
1990,VA,Nuclear,23820152.0
1990,VA,Other Biomass,620794.0
1990,VA,Petroleum,1438264.0
1990,VA,Pumped Storage,-833669.0
1990,VA,Solar Thermal and Photovoltaic,34.0
1990,VA,Wood and Wood Derived Fuels,1174673.0
1990,VT,Hydroelectric Conventional,1365031.0
1990,VT,Natural Gas,65281.0
1990,VT,Nuclear,3616268.0
1990,VT,Petroleum,2543.0
1990,VT,Wind,0.0
1990,VT,Wood and Wood Derived Fuels,114985.0
1990,WA,Coal,7390279.0
1990,WA,Hydroelectric Conventional,87466708.0
1990,WA,Natural Gas,288058.0
1990,WA,Nuclear,5742027.0
1990,WA,Other,3750.0
1990,WA,Other Biomass,6499.0
1990,WA,Other Gases,8460.0
1990,WA,Petroleum,42981.0
1990,WA,Pumped Storage,0.0
1990,WA,Wood and Wood Derived Fuels,1122771.0
1990,WI,Coal,33168941.0
1990,WI,Hydroelectric Conventional,2014412.0
1990,WI,Natural Gas,347204.0
1990,WI,Nuclear,11225913.0
1990,WI,Other Biomass,149770.0
1990,WI,Petroleum,179457.0
1990,WI,Wind,44.0
1990,WI,Wood and Wood Derived Fuels,683116.0
1990,WV,Coal,77643366.0
1990,WV,Hydroelectric Conventional,1295051.0
1990,WV,Natural Gas,90063.0
1990,WV,Other,11207.0
1990,WV,Other Gases,174182.0
1990,WV,Petroleum,325675.0
1990,WY,Coal,38908467.0
1990,WY,Hydroelectric Conventional,644613.0
1990,WY,Natural Gas,268202.0
1990,WY,Other,45396.0
1990,WY,Other Gases,8642.0
1990,WY,Petroleum,49205.0
1990,WY,Wood and Wood Derived Fuels,50440.0
1991,AK,Coal,520514.0
1991,AK,Hydroelectric Conventional,896113.0
1991,AK,Natural Gas,3319395.0
1991,AK,Petroleum,513425.0
1991,AK,Wind,0.0
1991,AK,Wood and Wood Derived Fuels,140381.0
1991,AL,Coal,58222842.0
1991,AL,Hydroelectric Conventional,10757723.0
1991,AL,Natural Gas,1222500.0
1991,AL,Nuclear,15874637.0
1991,AL,Other Biomass,31330.0
1991,AL,Other Gases,293206.0
1991,AL,Petroleum,167824.0
1991,AL,Wood and Wood Derived Fuels,2216550.0
1991,AR,Coal,19644712.0
1991,AR,Hydroelectric Conventional,3546966.0
1991,AR,Natural Gas,3324886.0
1991,AR,Nuclear,12661793.0
1991,AR,Other Biomass,16613.0
1991,AR,Petroleum,68257.0
1991,AR,Pumped Storage,14103.0
1991,AR,Wood and Wood Derived Fuels,1373914.0
1991,AZ,Coal,32557748.0
1991,AZ,Hydroelectric Conventional,6735540.0
1991,AZ,Natural Gas,2226388.0
1991,AZ,Nuclear,25095776.0
1991,AZ,Petroleum,117399.0
1991,AZ,Pumped Storage,362912.0
1991,AZ,Wood and Wood Derived Fuels,106788.0
1991,CA,Coal,2632419.0
1991,CA,Geothermal,14784796.0
1991,CA,Hydroelectric Conventional,21957064.0
1991,CA,Natural Gas,74006160.0
1991,CA,Nuclear,31541799.0
1991,CA,Other,5112.0
1991,CA,Other Biomass,2471400.0
1991,CA,Other Gases,1978403.0
1991,CA,Petroleum,1970119.0
1991,CA,Pumped Storage,99860.0
1991,CA,Solar Thermal and Photovoltaic,471361.0
1991,CA,Wind,2914505.0
1991,CA,Wood and Wood Derived Fuels,4114644.0
1991,CO,Coal,29134010.0
1991,CO,Hydroelectric Conventional,1794290.0
1991,CO,Natural Gas,1314681.0
1991,CO,Other Biomass,58832.0
1991,CO,Petroleum,37910.0
1991,CO,Pumped Storage,-18130.0
1991,CT,Coal,3633427.0
1991,CT,Hydroelectric Conventional,433338.0
1991,CT,Natural Gas,1571856.0
1991,CT,Nuclear,12242911.0
1991,CT,Other,0.0
1991,CT,Other Biomass,1162621.0
1991,CT,Other Gases,2646.0
1991,CT,Petroleum,7993224.0
1991,CT,Pumped Storage,-3556.0
1991,DC,Coal,0.0
1991,DC,Petroleum,179814.0
1991,DE,Coal,4820759.0
1991,DE,Natural Gas,1110236.0
1991,DE,Other,6315.0
1991,DE,Other Gases,0.0
1991,DE,Petroleum,1900822.0
1991,FL,Coal,62013484.0
1991,FL,Hydroelectric Conventional,263066.0
1991,FL,Natural Gas,19758810.0
1991,FL,Nuclear,20507569.0
1991,FL,Other,1917539.0
1991,FL,Other Biomass,2259842.0
1991,FL,Other Gases,10292.0
1991,FL,Petroleum,30599959.0
1991,FL,Wood and Wood Derived Fuels,2086128.0
1991,GA,Coal,61034072.0
1991,GA,Hydroelectric Conventional,4232058.0
1991,GA,Natural Gas,809826.0
1991,GA,Nuclear,26016023.0
1991,GA,Other,431.0
1991,GA,Other Biomass,65788.0
1991,GA,Petroleum,541032.0
1991,GA,Pumped Storage,432291.0
1991,GA,Wood and Wood Derived Fuels,3041610.0
1991,HI,Coal,7612.0
1991,HI,Hydroelectric Conventional,70988.0
1991,HI,Other Biomass,823082.0
1991,HI,Other Gases,51479.0
1991,HI,Petroleum,7714453.0
1991,HI,Wind,35621.0
1991,IA,Coal,26756771.0
1991,IA,Hydroelectric Conventional,901111.0
1991,IA,Natural Gas,388004.0
1991,IA,Nuclear,4146811.0
1991,IA,Other Biomass,25267.0
1991,IA,Petroleum,49892.0
1991,ID,Coal,16359.0
1991,ID,Hydroelectric Conventional,8745279.0
1991,ID,Natural Gas,107243.0
1991,ID,Other,61948.0
1991,ID,Other Biomass,9784.0
1991,ID,Petroleum,361.0
1991,ID,Wood and Wood Derived Fuels,487645.0
1991,IL,Coal,55060170.0
1991,IL,Hydroelectric Conventional,134457.0
1991,IL,Natural Gas,1735870.0
1991,IL,Nuclear,71866091.0
1991,IL,Other Biomass,182055.0
1991,IL,Other Gases,385381.0
1991,IL,Petroleum,910110.0
1991,IL,Wood and Wood Derived Fuels,211.0
1991,IN,Coal,97457227.0
1991,IN,Hydroelectric Conventional,399051.0
1991,IN,Natural Gas,1454748.0
1991,IN,Other Biomass,33114.0
1991,IN,Other Gases,2107806.0
1991,IN,Petroleum,529353.0
1991,KS,Coal,23435008.0
1991,KS,Hydroelectric Conventional,10567.0
1991,KS,Natural Gas,3265529.0
1991,KS,Nuclear,5858613.0
1991,KS,Petroleum,60984.0
1991,KS,Wind,42.0
1991,KY,Coal,71713851.0
1991,KY,Hydroelectric Conventional,3657801.0
1991,KY,Natural Gas,21871.0
1991,KY,Petroleum,111558.0
1991,LA,Coal,18968479.0
1991,LA,Hydroelectric Conventional,656492.0
1991,LA,Natural Gas,36363381.0
1991,LA,Nuclear,13956196.0
1991,LA,Other,1583053.0
1991,LA,Other Biomass,91661.0
1991,LA,Other Gases,955600.0
1991,LA,Petroleum,55760.0
1991,LA,Wood and Wood Derived Fuels,2342071.0
1991,MA,Coal,11985593.0
1991,MA,Hydroelectric Conventional,1114929.0
1991,MA,Natural Gas,6329862.0
1991,MA,Nuclear,4416611.0
1991,MA,Other Biomass,1634651.0
1991,MA,Other Gases,800.0
1991,MA,Petroleum,16159825.0
1991,MA,Pumped Storage,-622480.0
1991,MD,Coal,22835671.0
1991,MD,Hydroelectric Conventional,1407287.0
1991,MD,Natural Gas,1517463.0
1991,MD,Nuclear,9036100.0
1991,MD,Other Biomass,336551.0
1991,MD,Other Gases,478704.0
1991,MD,Petroleum,4078506.0
1991,MD,Wood and Wood Derived Fuels,160602.0
1991,ME,Coal,857960.0
1991,ME,Hydroelectric Conventional,3817231.0
1991,ME,Natural Gas,49101.0
1991,ME,Nuclear,6264366.0
1991,ME,Other Biomass,384419.0
1991,ME,Petroleum,2152209.0
1991,ME,Wood and Wood Derived Fuels,3819497.0
1991,MI,Coal,66878223.0
1991,MI,Hydroelectric Conventional,1751668.0
1991,MI,Natural Gas,8499078.0
1991,MI,Nuclear,27021214.0
1991,MI,Other,28221.0
1991,MI,Other Biomass,504978.0
1991,MI,Other Gases,217829.0
1991,MI,Petroleum,658567.0
1991,MI,Pumped Storage,-795785.0
1991,MI,Wood and Wood Derived Fuels,1214131.0
1991,MN,Coal,26783813.0
1991,MN,Hydroelectric Conventional,1037092.0
1991,MN,Natural Gas,803940.0
1991,MN,Nuclear,12059055.0
1991,MN,Other Biomass,439811.0
1991,MN,Petroleum,583697.0
1991,MN,Wind,237.0
1991,MN,Wood and Wood Derived Fuels,424465.0
1991,MO,Coal,48211692.0
1991,MO,Hydroelectric Conventional,1119389.0
1991,MO,Natural Gas,1093001.0
1991,MO,Nuclear,9979371.0
1991,MO,Petroleum,119145.0
1991,MO,Pumped Storage,-47872.0
1991,MS,Coal,8790265.0
1991,MS,Natural Gas,5718936.0
1991,MS,Nuclear,9132933.0
1991,MS,Petroleum,396188.0
1991,MS,Wood and Wood Derived Fuels,1838294.0
1991,MT,Coal,16432520.0
1991,MT,Hydroelectric Conventional,11970007.0
1991,MT,Natural Gas,32344.0
1991,MT,Petroleum,19654.0
1991,MT,Wind,0.0
1991,MT,Wood and Wood Derived Fuels,98623.0
1991,NC,Coal,50767188.0
1991,NC,Hydroelectric Conventional,5850120.0
1991,NC,Natural Gas,385907.0
1991,NC,Nuclear,30312425.0
1991,NC,Other,226926.0
1991,NC,Other Biomass,44128.0
1991,NC,Petroleum,275785.0
1991,NC,Pumped Storage,216432.0
1991,NC,Wood and Wood Derived Fuels,1296373.0
1991,ND,Coal,25828747.0
1991,ND,Hydroelectric Conventional,1756684.0
1991,ND,Natural Gas,940.0
1991,ND,Other Gases,40131.0
1991,ND,Petroleum,52646.0
1991,NE,Coal,13591228.0
1991,NE,Hydroelectric Conventional,1044671.0
1991,NE,Natural Gas,303327.0
1991,NE,Nuclear,8047662.0
1991,NE,Petroleum,13459.0
1991,NH,Coal,3168054.0
1991,NH,Hydroelectric Conventional,1585286.0
1991,NH,Natural Gas,-1.0
1991,NH,Nuclear,6787851.0
1991,NH,Other Biomass,141432.0
1991,NH,Petroleum,1592175.0
1991,NH,Wood and Wood Derived Fuels,946544.0
1991,NJ,Coal,5237132.0
1991,NJ,Hydroelectric Conventional,21598.0
1991,NJ,Natural Gas,10592907.0
1991,NJ,Nuclear,24806606.0
1991,NJ,Other Biomass,804765.0
1991,NJ,Other Gases,67544.0
1991,NJ,Petroleum,2151098.0
1991,NJ,Pumped Storage,-155184.0
1991,NM,Coal,22129312.0
1991,NM,Hydroelectric Conventional,237108.0
1991,NM,Natural Gas,2863662.0
1991,NM,Other Biomass,14128.0
1991,NM,Petroleum,33012.0
1991,NV,Coal,16365730.0
1991,NV,Geothermal,995408.0
1991,NV,Hydroelectric Conventional,2365050.0
1991,NV,Natural Gas,2094971.0
1991,NV,Other,1568.0
1991,NV,Petroleum,242477.0
1991,NY,Coal,26659951.0
1991,NY,Hydroelectric Conventional,27172120.0
1991,NY,Natural Gas,23074027.0
1991,NY,Nuclear,28448293.0
1991,NY,Other Biomass,1660364.0
1991,NY,Other Gases,51520.0
1991,NY,Petroleum,28220555.0
1991,NY,Pumped Storage,-1007269.0
1991,NY,Wood and Wood Derived Fuels,320938.0
1991,OH,Coal,117502355.0
1991,OH,Hydroelectric Conventional,154224.0
1991,OH,Natural Gas,364566.0
1991,OH,Nuclear,14832789.0
1991,OH,Other Biomass,324478.0
1991,OH,Other Gases,57312.0
1991,OH,Petroleum,427742.0
1991,OH,Wood and Wood Derived Fuels,373031.0
1991,OK,Coal,28404639.0
1991,OK,Hydroelectric Conventional,1922137.0
1991,OK,Natural Gas,18416871.0
1991,OK,Other Biomass,0.0
1991,OK,Other Gases,106620.0
1991,OK,Petroleum,46069.0
1991,OK,Pumped Storage,-65352.0
1991,OK,Wood and Wood Derived Fuels,268133.0
1991,OR,Coal,2814199.0
1991,OR,Hydroelectric Conventional,41088337.0
1991,OR,Natural Gas,1223154.0
1991,OR,Nuclear,1465368.0
1991,OR,Other Biomass,91428.0
1991,OR,Petroleum,11000.0
1991,OR,Wind,539.0
1991,OR,Wood and Wood Derived Fuels,750864.0
1991,PA,Coal,106028875.0
1991,PA,Hydroelectric Conventional,1920358.0
1991,PA,Natural Gas,2108889.0
1991,PA,Nuclear,57475671.0
1991,PA,Other,107372.0
1991,PA,Other Biomass,670825.0
1991,PA,Other Gases,721051.0
1991,PA,Petroleum,4125862.0
1991,PA,Pumped Storage,-963145.0
1991,PA,Wood and Wood Derived Fuels,566951.0
1991,RI,Coal,0.0
1991,RI,Hydroelectric Conventional,9946.0
1991,RI,Natural Gas,2749067.0
1991,RI,Other Biomass,72155.0
1991,RI,Petroleum,94651.0
1991,SC,Coal,23821335.0
1991,SC,Hydroelectric Conventional,3111318.0
1991,SC,Natural Gas,1081636.0
1991,SC,Nuclear,43108073.0
1991,SC,Other,7945.0
1991,SC,Other Biomass,59411.0
1991,SC,Other Gases,5821.0
1991,SC,Petroleum,180889.0
1991,SC,Pumped Storage,-574257.0
1991,SC,Wood and Wood Derived Fuels,1377836.0
1991,SD,Coal,2727087.0
1991,SD,Hydroelectric Conventional,3828116.0
1991,SD,Natural Gas,9036.0
1991,SD,Petroleum,8427.0
1991,TN,Coal,48236733.0
1991,TN,Hydroelectric Conventional,10872944.0
1991,TN,Natural Gas,197260.0
1991,TN,Nuclear,16586744.0
1991,TN,Other,38926.0
1991,TN,Other Biomass,36354.0
1991,TN,Other Gases,3153.0
1991,TN,Petroleum,172265.0
1991,TN,Pumped Storage,-376338.0
1991,TN,Wood and Wood Derived Fuels,424765.0
1991,TX,Coal,120845051.0
1991,TX,Hydroelectric Conventional,2224581.0
1991,TX,Natural Gas,136442893.0
1991,TX,Nuclear,19799867.0
1991,TX,Other,705801.0
1991,TX,Other Biomass,330029.0
1991,TX,Other Gases,3320535.0
1991,TX,Petroleum,1492995.0
1991,TX,Solar Thermal and Photovoltaic,371.0
1991,TX,Wood and Wood Derived Fuels,1166585.0
1991,UT,Coal,28887600.0
1991,UT,Geothermal,186241.0
1991,UT,Hydroelectric Conventional,626965.0
1991,UT,Natural Gas,549984.0
1991,UT,Other Gases,203802.0
1991,UT,Petroleum,51314.0
1991,UT,Pumped Storage,0.0
1991,VA,Coal,24821391.0
1991,VA,Hydroelectric Conventional,1080055.0
1991,VA,Natural Gas,1730887.0
1991,VA,Nuclear,23886268.0
1991,VA,Other Biomass,701129.0
1991,VA,Petroleum,2353996.0
1991,VA,Pumped Storage,-1037665.0
1991,VA,Solar Thermal and Photovoltaic,33.0
1991,VA,Wood and Wood Derived Fuels,1193000.0
1991,VT,Hydroelectric Conventional,1052719.0
1991,VT,Natural Gas,95341.0
1991,VT,Nuclear,4108314.0
1991,VT,Petroleum,5244.0
1991,VT,Wind,0.0
1991,VT,Wood and Wood Derived Fuels,126367.0
1991,WA,Coal,7944779.0
1991,WA,Hydroelectric Conventional,89342397.0
1991,WA,Natural Gas,460424.0
1991,WA,Nuclear,4229868.0
1991,WA,Other,3.0
1991,WA,Other Biomass,46633.0
1991,WA,Other Gases,97467.0
1991,WA,Petroleum,31164.0
1991,WA,Pumped Storage,0.0
1991,WA,Wood and Wood Derived Fuels,717827.0
1991,WI,Coal,34487009.0
1991,WI,Hydroelectric Conventional,2516633.0
1991,WI,Natural Gas,381590.0
1991,WI,Nuclear,10991419.0
1991,WI,Other Biomass,135688.0
1991,WI,Petroleum,164243.0
1991,WI,Wind,6.0
1991,WI,Wood and Wood Derived Fuels,680149.0
1991,WV,Coal,71867808.0
1991,WV,Hydroelectric Conventional,1065385.0
1991,WV,Natural Gas,58808.0
1991,WV,Other,198.0
1991,WV,Other Gases,178489.0
1991,WV,Petroleum,253047.0
1991,WY,Coal,38081345.0
1991,WY,Hydroelectric Conventional,735932.0
